Default schedule
Rate	44.44
Est Data	55.56
Rate Tried	% Accepted	Est Data Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
401	0.526185	599	0.525876	9.280260	0	0.000000	0.526000	0.447485	
470	0.410638	530	0.539623	9.280260	0	0.000000	0.479000	0.447522	
432	0.335648	568	0.559859	9.280260	0	0.000000	0.463000	0.447541	
420	0.130952	580	0.531034	9.280260	0	0.000000	0.363000	0.447440	
448	0.426339	552	0.548913	9.280260	0	0.000000	0.494000	0.447495	
482	0.323651	518	0.573359	9.280260	0	0.000000	0.453000	0.447502	
443	0.295711	557	0.531418	9.280260	0	0.000000	0.427000	0.447478	
469	0.471215	531	0.506591	9.280260	0	0.000000	0.490000	0.447528	
462	0.339827	538	0.496283	9.280260	0	0.000000	0.424000	0.447500	
481	0.239085	519	0.527938	9.280260	0	0.000000	0.389000	0.447431	
443	0.194131	557	0.518851	9.280260	0	0.000000	0.375000	0.447345	
428	0.380841	572	0.590909	9.280260	0	0.000000	0.501000	0.447409	
471	0.337580	529	0.568998	9.280260	0	0.000000	0.460000	0.447424	
442	0.255656	558	0.553763	9.280260	0	0.000000	0.422000	0.447394	
446	0.376682	554	0.510830	9.280260	0	0.000000	0.451000	0.447398	
423	0.430260	577	0.563258	9.280260	0	0.000000	0.507000	0.447468	
474	0.356540	526	0.541825	9.280260	0	0.000000	0.454000	0.447475	
458	0.338428	542	0.547970	9.280260	0	0.000000	0.452000	0.447481	
468	0.241453	532	0.516917	9.280260	0	0.000000	0.388000	0.447411	
452	0.396018	548	0.496350	9.280260	0	0.000000	0.451000	0.447415	
460	0.410870	540	0.498148	9.280260	0	0.000000	0.458000	0.447428	
435	0.395402	565	0.479646	9.280260	0	0.000000	0.443000	0.447423	
447	0.425056	553	0.571429	9.280260	0	0.000000	0.506000	0.447491	
